timestamp,instrument_token,last_traded_price
09:15:00,12806658,1024.88
09:15:01,12806658,1016.31
09:15:02,12806658,1078.36
09:15:03,12806658,1080.85
09:15:04,12806658,1062.56
09:15:05,12806658,1060.41
09:15:06,12806658,1088.57
09:15:07,12806658,1075.91
09:15:08,12806658,1018.11
09:15:09,12806658,1015.02
09:15:10,12806658,1043.57
09:15:11,12806658,1038.53
09:15:12,12806658,1057.57
09:15:13,12806658,1014.61
09:15:14,12806658,1068.66
09:15:15,12806658,1046.88
09:15:16,12806658,1057.0
09:15:17,12806658,1064.57
09:15:18,12806658,1072.33
09:15:19,12806658,1068.07
09:15:20,12806658,1018.09
09:15:21,12806658,1011.82
09:15:22,12806658,1024.27
09:15:23,12806658,1000.82
09:15:24,12806658,1036.01
09:15:25,12806658,1014.6
09:15:26,12806658,1054.27
09:15:27,12806658,1085.71
09:15:28,12806658,1020.02
09:15:29,12806658,1013.46
09:15:30,12806658,1021.36
09:15:31,12806658,1097.32
09:15:32,12806658,1085.83
09:15:33,12806658,1053.38
09:15:34,12806658,1043.45
09:15:35,12806658,1018.72
09:15:36,12806658,1028.83
09:15:37,12806658,1062.72
09:15:38,12806658,1035.57
09:15:39,12806658,1072.95
09:15:40,12806658,1055.7
09:15:41,12806658,1094.24
09:15:42,12806658,1015.35
09:15:43,12806658,1089.62
09:15:44,12806658,1017.8
09:15:45,12806658,1059.43
09:15:46,12806658,1004.26
09:15:47,12806658,1065.34
09:15:48,12806658,1036.67
09:15:49,12806658,1079.56
09:15:50,12806658,1001.09
09:15:51,12806658,1048.03
09:15:52,12806658,1009.68
09:15:53,12806658,1012.81
09:15:54,12806658,1081.92
09:15:55,12806658,1060.34
09:15:56,12806658,1096.59
09:15:57,12806658,1069.32
09:15:58,12806658,1097.55
09:15:59,12806658,1051.73
09:16:00,12806658,1052.49
09:16:01,12806658,1011.79
09:16:02,12806658,1033.18
09:16:03,12806658,1027.24
09:16:04,12806658,1086.99
09:16:05,12806658,1008.69
09:16:06,12806658,1047.85
09:16:07,12806658,1083.78
09:16:08,12806658,1050.98
09:16:09,12806658,1004.83
09:16:10,12806658,1061.33
09:16:11,12806658,1040.83
09:16:12,12806658,1071.26
09:16:13,12806658,1008.86
09:16:14,12806658,1038.18
09:16:15,12806658,1002.39
09:16:16,12806658,1038.53
09:16:17,12806658,1014.21
09:16:18,12806658,1022.26
09:16:19,12806658,1079.38
09:16:20,12806658,1071.81
09:16:21,12806658,1048.37
09:16:22,12806658,1098.02
09:16:23,12806658,1076.13
09:16:24,12806658,1009.08
09:16:25,12806658,1053.73
09:16:26,12806658,1067.79
09:16:27,12806658,1074.02
09:16:28,12806658,1062.76
09:16:29,12806658,1088.33
09:16:30,12806658,1079.99
09:16:31,12806658,1055.39
09:16:32,12806658,1087.05
09:16:33,12806658,1040.92
09:16:34,12806658,1006.72
09:16:35,12806658,1014.11
09:16:36,12806658,1099.75
09:16:37,12806658,1019.69
09:16:38,12806658,1088.79
09:16:39,12806658,1064.78
09:16:40,12806658,1002.77
09:16:41,12806658,1063.71
09:16:42,12806658,1087.69
09:16:43,12806658,1016.56
09:16:44,12806658,1023.39
09:16:45,12806658,1026.11
09:16:46,12806658,1032.27
09:16:47,12806658,1075.45
09:16:48,12806658,1008.45
09:16:49,12806658,1099.08
09:16:50,12806658,1014.9
09:16:51,12806658,1087.54
09:16:52,12806658,1003.93
09:16:53,12806658,1011.25
09:16:54,12806658,1029.08
09:16:55,12806658,1090.3
09:16:56,12806658,1092.03
09:16:57,12806658,1002.03
09:16:58,12806658,1076.19
09:16:59,12806658,1031.64
09:17:00,12806658,1041.92
09:17:01,12806658,1056.78
09:17:02,12806658,1069.86
09:17:03,12806658,1003.14
09:17:04,12806658,1000.78
09:17:05,12806658,1074.71
09:17:06,12806658,1096.79
09:17:07,12806658,1029.01
09:17:08,12806658,1094.21
09:17:09,12806658,1059.11
09:17:10,12806658,1013.54
09:17:11,12806658,1008.82
09:17:12,12806658,1062.95
09:17:13,12806658,1050.46
09:17:14,12806658,1052.23
09:17:15,12806658,1062.84
09:17:16,12806658,1022.54
09:17:17,12806658,1026.19
09:17:18,12806658,1056.25
09:17:19,12806658,1039.15
09:17:20,12806658,1070.8
09:17:21,12806658,1021.35
09:17:22,12806658,1028.55
09:17:23,12806658,1084.77
09:17:24,12806658,1046.16
09:17:25,12806658,1007.44
09:17:26,12806658,1086.0
09:17:27,12806658,1042.03
09:17:28,12806658,1052.49
09:17:29,12806658,1065.17
09:17:30,12806658,1037.1
09:17:31,12806658,1098.61
09:17:32,12806658,1027.73
09:17:33,12806658,1068.14
09:17:34,12806658,1054.52
09:17:35,12806658,1052.71
09:17:36,12806658,1000.77
09:17:37,12806658,1075.76
09:17:38,12806658,1020.16
09:17:39,12806658,1074.04
09:17:40,12806658,1011.48
09:17:41,12806658,1044.58
09:17:42,12806658,1027.85
09:17:43,12806658,1021.04
09:17:44,12806658,1036.51
09:17:45,12806658,1079.58
09:17:46,12806658,1008.98
09:17:47,12806658,1066.09
09:17:48,12806658,1022.3
09:17:49,12806658,1046.08
09:17:50,12806658,1062.06
09:17:51,12806658,1016.0
09:17:52,12806658,1092.85
09:17:53,12806658,1065.02
09:17:54,12806658,1056.29
09:17:55,12806658,1053.62
09:17:56,12806658,1073.9
09:17:57,12806658,1094.23
09:17:58,12806658,1026.96
09:17:59,12806658,1005.27
09:18:00,12806658,1017.09
09:18:01,12806658,1049.39
09:18:02,12806658,1071.14
09:18:03,12806658,1051.68
09:18:04,12806658,1022.49
09:18:05,12806658,1023.01
09:18:06,12806658,1095.41
09:18:07,12806658,1033.6
09:18:08,12806658,1068.03
09:18:09,12806658,1073.42
09:18:10,12806658,1038.52
09:18:11,12806658,1053.0
09:18:12,12806658,1011.34
09:18:13,12806658,1045.33
09:18:14,12806658,1005.13
09:18:15,12806658,1039.87
09:18:16,12806658,1091.28
09:18:17,12806658,1045.1
09:18:18,12806658,1006.67
09:18:19,12806658,1099.9
09:18:20,12806658,1099.95
09:18:21,12806658,1033.77
09:18:22,12806658,1026.76
09:18:23,12806658,1047.85
09:18:24,12806658,1020.13
09:18:25,12806658,1073.69
09:18:26,12806658,1017.71
09:18:27,12806658,1015.2
09:18:28,12806658,1035.32
09:18:29,12806658,1039.9
09:18:30,12806658,1093.18
09:18:31,12806658,1054.32
09:18:32,12806658,1045.41
09:18:33,12806658,1051.39
09:18:34,12806658,1093.16
09:18:35,12806658,1004.99
09:18:36,12806658,1087.08
09:18:37,12806658,1030.26
09:18:38,12806658,1056.37
09:18:39,12806658,1061.28
09:18:40,12806658,1020.51
09:18:41,12806658,1000.14
09:18:42,12806658,1038.67
09:18:43,12806658,1020.02
09:18:44,12806658,1033.0
09:18:45,12806658,1074.97
09:18:46,12806658,1047.12
09:18:47,12806658,1036.35
09:18:48,12806658,1097.78
09:18:49,12806658,1049.4
09:18:50,12806658,1082.75
09:18:51,12806658,1027.27
09:18:52,12806658,1089.05
09:18:53,12806658,1028.08
09:18:54,12806658,1028.15
09:18:55,12806658,1050.48
09:18:56,12806658,1043.86
09:18:57,12806658,1043.99
09:18:58,12806658,1054.9
09:18:59,12806658,1098.12
09:19:00,12806658,1067.1
09:19:01,12806658,1019.4
09:19:02,12806658,1035.66
09:19:03,12806658,1041.64
09:19:04,12806658,1086.81
09:19:05,12806658,1053.69
09:19:06,12806658,1021.08
09:19:07,12806658,1073.45
09:19:08,12806658,1089.94
09:19:09,12806658,1095.4
09:19:10,12806658,1049.17
09:19:11,12806658,1026.55
09:19:12,12806658,1062.67
09:19:13,12806658,1068.88
09:19:14,12806658,1016.66
09:19:15,12806658,1068.94
09:19:16,12806658,1066.06
09:19:17,12806658,1022.79
09:19:18,12806658,1059.15
09:19:19,12806658,1043.3
09:19:20,12806658,1026.77
09:19:21,12806658,1073.37
09:19:22,12806658,1023.63
09:19:23,12806658,1048.2
09:19:24,12806658,1093.2
09:19:25,12806658,1092.37
09:19:26,12806658,1081.79
09:19:27,12806658,1041.69
09:19:28,12806658,1056.6
09:19:29,12806658,1067.76
09:19:30,12806658,1052.34
09:19:31,12806658,1038.59
09:19:32,12806658,1020.72
09:19:33,12806658,1084.2
09:19:34,12806658,1096.55
09:19:35,12806658,1004.3
09:19:36,12806658,1027.25
09:19:37,12806658,1067.52
09:19:38,12806658,1042.31
09:19:39,12806658,1093.91
09:19:40,12806658,1061.62
09:19:41,12806658,1052.54
09:19:42,12806658,1012.91
09:19:43,12806658,1076.98
09:19:44,12806658,1038.63
09:19:45,12806658,1011.92
09:19:46,12806658,1003.76
09:19:47,12806658,1051.59
09:19:48,12806658,1055.12
09:19:49,12806658,1067.25
09:19:50,12806658,1078.13
09:19:51,12806658,1042.1
09:19:52,12806658,1060.05
09:19:53,12806658,1037.33
09:19:54,12806658,1009.89
09:19:55,12806658,1091.08
09:19:56,12806658,1059.97
09:19:57,12806658,1056.12
09:19:58,12806658,1085.53
09:19:59,12806658,1056.11
09:20:00,12806658,1084.19
09:20:01,12806658,1076.02
09:20:02,12806658,1068.45
09:20:03,12806658,1037.77
09:20:04,12806658,1018.45
09:20:05,12806658,1058.55
09:20:06,12806658,1029.54
09:20:07,12806658,1048.87
09:20:08,12806658,1041.22
09:20:09,12806658,1033.75
09:20:10,12806658,1075.13
09:20:11,12806658,1064.03
09:20:12,12806658,1034.62
09:20:13,12806658,1013.03
09:20:14,12806658,1096.06
09:20:15,12806658,1072.23
09:20:16,12806658,1033.8
09:20:17,12806658,1096.76
09:20:18,12806658,1016.2
09:20:19,12806658,1055.46
09:20:20,12806658,1033.66
09:20:21,12806658,1092.88
09:20:22,12806658,1084.83
09:20:23,12806658,1024.86
09:20:24,12806658,1090.65
09:20:25,12806658,1072.87
09:20:26,12806658,1091.21
09:20:27,12806658,1090.82
09:20:28,12806658,1078.52
09:20:29,12806658,1046.5
09:20:30,12806658,1079.42
09:20:31,12806658,1042.99
09:20:32,12806658,1089.7
09:20:33,12806658,1032.13
09:20:34,12806658,1035.91
09:20:35,12806658,1042.3
09:20:36,12806658,1034.79
09:20:37,12806658,1084.76
09:20:38,12806658,1072.78
09:20:39,12806658,1063.31
09:20:40,12806658,1024.99
09:20:41,12806658,1019.26
09:20:42,12806658,1097.66
09:20:43,12806658,1077.6
09:20:44,12806658,1007.34
09:20:45,12806658,1074.17
09:20:46,12806658,1090.01
09:20:47,12806658,1054.67
09:20:48,12806658,1045.86
09:20:49,12806658,1010.61
09:20:50,12806658,1066.33
09:20:51,12806658,1072.03
09:20:52,12806658,1098.25
09:20:53,12806658,1077.96
09:20:54,12806658,1062.27
09:20:55,12806658,1000.12
09:20:56,12806658,1092.51
09:20:57,12806658,1088.67
09:20:58,12806658,1029.97
09:20:59,12806658,1079.77
09:21:00,12806658,1094.36
09:21:01,12806658,1062.27
09:21:02,12806658,1003.11
09:21:03,12806658,1007.11
09:21:04,12806658,1016.21
09:21:05,12806658,1076.9
09:21:06,12806658,1067.36
09:21:07,12806658,1076.29
09:21:08,12806658,1068.26
09:21:09,12806658,1023.39
09:21:10,12806658,1042.65
09:21:11,12806658,1078.55
09:21:12,12806658,1080.3
09:21:13,12806658,1048.22
09:21:14,12806658,1007.56
09:21:15,12806658,1016.52
09:21:16,12806658,1037.74
09:21:17,12806658,1037.56
09:21:18,12806658,1098.98
09:21:19,12806658,1086.15
09:21:20,12806658,1032.22
09:21:21,12806658,1088.25
09:21:22,12806658,1041.73
09:21:23,12806658,1042.38
09:21:24,12806658,1078.07
09:21:25,12806658,1003.67
09:21:26,12806658,1072.52
09:21:27,12806658,1056.5
09:21:28,12806658,1020.25
09:21:29,12806658,1022.94
09:21:30,12806658,1018.4
09:21:31,12806658,1018.9
09:21:32,12806658,1038.14
09:21:33,12806658,1055.12
09:21:34,12806658,1013.23
09:21:35,12806658,1006.09
09:21:36,12806658,1071.14
09:21:37,12806658,1053.1
09:21:38,12806658,1090.46
09:21:39,12806658,1011.4
09:21:40,12806658,1010.07
09:21:41,12806658,1011.32
09:21:42,12806658,1043.46
09:21:43,12806658,1093.46
09:21:44,12806658,1083.64
09:21:45,12806658,1062.71
09:21:46,12806658,1027.04
09:21:47,12806658,1040.32
