timestamp,instrument_token,last_traded_price
09:15:00,12806402,1069.65
09:15:01,12806402,1028.61
09:15:02,12806402,1022.69
09:15:03,12806402,1055.13
09:15:04,12806402,1071.95
09:15:05,12806402,1042.31
09:15:06,12806402,1098.08
09:15:07,12806402,1068.48
09:15:08,12806402,1048.09
09:15:09,12806402,1039.21
09:15:10,12806402,1034.32
09:15:11,12806402,1072.9
09:15:12,12806402,1043.86
09:15:13,12806402,1005.97
09:15:14,12806402,1039.8
09:15:15,12806402,1073.8
09:15:16,12806402,1018.25
09:15:17,12806402,1017.55
09:15:18,12806402,1053.16
09:15:19,12806402,1053.18
09:15:20,12806402,1063.44
09:15:21,12806402,1084.94
09:15:22,12806402,1072.45
09:15:23,12806402,1061.1
09:15:24,12806402,1072.24
09:15:25,12806402,1032.3
09:15:26,12806402,1036.18
09:15:27,12806402,1022.83
09:15:28,12806402,1029.37
09:15:29,12806402,1063.1
09:15:30,12806402,1009.21
09:15:31,12806402,1043.37
09:15:32,12806402,1043.09
09:15:33,12806402,1049.37
09:15:34,12806402,1042.58
09:15:35,12806402,1031.23
09:15:36,12806402,1042.64
09:15:37,12806402,1089.34
09:15:38,12806402,1094.42
09:15:39,12806402,1050.18
09:15:40,12806402,1062.4
09:15:41,12806402,1011.56
09:15:42,12806402,1031.73
09:15:43,12806402,1041.48
09:15:44,12806402,1086.63
09:15:45,12806402,1025.05
09:15:46,12806402,1048.3
09:15:47,12806402,1098.56
09:15:48,12806402,1051.95
09:15:49,12806402,1061.29
09:15:50,12806402,1012.06
09:15:51,12806402,1082.63
09:15:52,12806402,1060.31
09:15:53,12806402,1054.51
09:15:54,12806402,1034.28
09:15:55,12806402,1030.41
09:15:56,12806402,1041.7
09:15:57,12806402,1068.13
09:15:58,12806402,1087.55
09:15:59,12806402,1051.04
09:16:00,12806402,1066.93
09:16:01,12806402,1058.59
09:16:02,12806402,1062.49
09:16:03,12806402,1067.47
09:16:04,12806402,1084.23
09:16:05,12806402,1008.32
09:16:06,12806402,1076.37
09:16:07,12806402,1024.37
09:16:08,12806402,1019.42
09:16:09,12806402,1057.25
09:16:10,12806402,1009.57
09:16:11,12806402,1088.53
09:16:12,12806402,1062.72
09:16:13,12806402,1072.34
09:16:14,12806402,1001.61
09:16:15,12806402,1059.44
09:16:16,12806402,1055.68
09:16:17,12806402,1015.9
09:16:18,12806402,1015.31
09:16:19,12806402,1069.55
09:16:20,12806402,1031.88
09:16:21,12806402,1069.2
09:16:22,12806402,1055.44
09:16:23,12806402,1038.9
09:16:24,12806402,1092.51
09:16:25,12806402,1084.17
09:16:26,12806402,1035.74
09:16:27,12806402,1004.36
09:16:28,12806402,1030.48
09:16:29,12806402,1039.82
09:16:30,12806402,1070.5
09:16:31,12806402,1099.54
09:16:32,12806402,1035.59
09:16:33,12806402,1076.25
09:16:34,12806402,1059.32
09:16:35,12806402,1069.17
09:16:36,12806402,1015.11
09:16:37,12806402,1039.89
09:16:38,12806402,1024.09
09:16:39,12806402,1034.35
09:16:40,12806402,1051.31
09:16:41,12806402,1066.66
09:16:42,12806402,1010.59
09:16:43,12806402,1013.09
09:16:44,12806402,1032.2
09:16:45,12806402,1066.16
09:16:46,12806402,1084.65
09:16:47,12806402,1055.33
09:16:48,12806402,1085.45
09:16:49,12806402,1038.48
09:16:50,12806402,1031.68
09:16:51,12806402,1035.43
09:16:52,12806402,1017.11
09:16:53,12806402,1082.91
09:16:54,12806402,1033.87
09:16:55,12806402,1055.24
09:16:56,12806402,1057.86
09:16:57,12806402,1052.15
09:16:58,12806402,1000.27
09:16:59,12806402,1098.83
09:17:00,12806402,1090.53
09:17:01,12806402,1020.76
09:17:02,12806402,1029.25
09:17:03,12806402,1052.0
09:17:04,12806402,1090.19
09:17:05,12806402,1098.36
09:17:06,12806402,1025.75
09:17:07,12806402,1056.44
09:17:08,12806402,1080.7
09:17:09,12806402,1039.44
09:17:10,12806402,1073.11
09:17:11,12806402,1016.11
09:17:12,12806402,1060.07
09:17:13,12806402,1086.59
09:17:14,12806402,1098.35
09:17:15,12806402,1007.94
09:17:16,12806402,1042.83
09:17:17,12806402,1020.45
09:17:18,12806402,1045.06
09:17:19,12806402,1054.78
09:17:20,12806402,1009.33
09:17:21,12806402,1029.69
09:17:22,12806402,1092.76
09:17:23,12806402,1056.9
09:17:24,12806402,1045.74
09:17:25,12806402,1075.35
09:17:26,12806402,1074.19
09:17:27,12806402,1004.86
09:17:28,12806402,1070.87
09:17:29,12806402,1083.92
09:17:30,12806402,1016.59
09:17:31,12806402,1078.1
09:17:32,12806402,1028.65
09:17:33,12806402,1030.65
09:17:34,12806402,1066.53
09:17:35,12806402,1011.14
09:17:36,12806402,1066.49
09:17:37,12806402,1088.79
09:17:38,12806402,1069.63
09:17:39,12806402,1044.03
09:17:40,12806402,1043.82
09:17:41,12806402,1076.51
09:17:42,12806402,1056.56
09:17:43,12806402,1008.49
09:17:44,12806402,1058.27
09:17:45,12806402,1081.48
09:17:46,12806402,1033.71
09:17:47,12806402,1092.76
09:17:48,12806402,1075.07
09:17:49,12806402,1057.41
09:17:50,12806402,1075.16
09:17:51,12806402,1007.91
09:17:52,12806402,1085.94
09:17:53,12806402,1082.15
